OrderItemID,OrderID,ProductID,Quantity,UnitPriceAtSale,DiscountPercent
OIT-001388,ORD-000664,PRD-0021,4,120.98,10
OIT-001389,ORD-000665,PRD-0001,2,110.19,0
OIT-001390,ORD-000665,PRD-0007,3,325.82,10
OIT-001391,ORD-000666,PRD-0002,4,92.46,0
OIT-001392,ORD-000666,PRD-0011,5,264,0
OIT-001393,ORD-000666,PRD-0022,1,148.89,0
OIT-001394,ORD-000667,PRD-0023,1,11.13,15
OIT-001395,ORD-000667,PRD-0030,5,238.05,0
OIT-001396,ORD-000667,PRD-0007,1,325.82,5
OIT-001397,ORD-000667,PRD-0035,5,222.35,5
OIT-001398,ORD-000668,PRD-0013,3,110.09,0
OIT-001399,ORD-000668,PRD-0026,3,199.02,0
OIT-001400,ORD-000669,PRD-0015,5,310.39,0
OIT-001401,ORD-000669,PRD-0027,5,189.64,0
OIT-001402,ORD-000670,PRD-0005,1,37.53,0
OIT-001403,ORD-000670,PRD-0031,3,200.17,5
OIT-001404,ORD-000671,PRD-0014,2,50.1,10
OIT-001405,ORD-000672,PRD-0024,5,78.19,0
OIT-001406,ORD-000672,PRD-0002,2,92.46,20
OIT-001407,ORD-000672,PRD-0032,2,133.66,0
OIT-001408,ORD-000672,PRD-0007,2,325.82,0
OIT-001409,ORD-000673,PRD-0023,2,11.13,20
OIT-001410,ORD-000674,PRD-0017,1,93.06,5
OIT-001411,ORD-000675,PRD-0014,3,50.1,0
OIT-001412,ORD-000675,PRD-0031,3,200.17,0
OIT-001413,ORD-000675,PRD-0005,4,37.53,0
OIT-001414,ORD-000675,PRD-0032,1,133.66,0
OIT-001415,ORD-000676,PRD-0012,4,357.86,10
OIT-001416,ORD-000677,PRD-0003,4,73.04,5
OIT-001417,ORD-000677,PRD-0015,3,310.39,15
OIT-001418,ORD-000677,PRD-0004,4,34.84,0
OIT-001419,ORD-000678,PRD-0011,1,264,5
OIT-001420,ORD-000678,PRD-0008,1,127.02,10
OIT-001421,ORD-000679,PRD-0006,1,43.06,5
OIT-001422,ORD-000680,PRD-0015,5,310.39,10
OIT-001423,ORD-000681,PRD-0013,3,110.09,5
OIT-001424,ORD-000681,PRD-0004,5,34.84,10
OIT-001425,ORD-000681,PRD-0012,5,357.86,10
OIT-001426,ORD-000681,PRD-0021,2,120.98,0
OIT-001427,ORD-000682,PRD-0015,3,310.39,5
OIT-001428,ORD-000682,PRD-0008,5,127.02,5
OIT-001429,ORD-000682,PRD-0019,5,34,10
OIT-001430,ORD-000683,PRD-0007,3,325.82,0
OIT-001431,ORD-000683,PRD-0002,3,92.46,0
OIT-001432,ORD-000683,PRD-0025,1,106.61,0
OIT-001433,ORD-000683,PRD-0026,1,199.02,10
OIT-001434,ORD-000683,PRD-0004,4,34.84,0
OIT-001435,ORD-000684,PRD-0018,1,215.3,15
OIT-001436,ORD-000685,PRD-0001,5,110.19,10
OIT-001437,ORD-000685,PRD-0017,5,93.06,0
OIT-001438,ORD-000685,PRD-0027,1,189.64,0
OIT-001439,ORD-000685,PRD-0003,5,73.04,10
OIT-001440,ORD-000686,PRD-0021,3,120.98,0
OIT-001441,ORD-000687,PRD-0002,5,92.46,0
OIT-001442,ORD-000687,PRD-0026,2,199.02,5
OIT-001443,ORD-000687,PRD-0001,4,110.19,0
OIT-001444,ORD-000687,PRD-0022,4,148.89,0
OIT-001445,ORD-000688,PRD-0035,5,222.35,5
OIT-001446,ORD-000688,PRD-0023,4,11.13,0
OIT-001447,ORD-000689,PRD-0018,3,215.3,0
OIT-001448,ORD-000689,PRD-0006,5,43.06,5
OIT-001449,ORD-000690,PRD-0023,4,11.13,15
OIT-001450,ORD-000691,PRD-0029,5,214.12,0
OIT-001451,ORD-000691,PRD-0028,4,29.95,10
OIT-001452,ORD-000691,PRD-0012,5,357.86,0
OIT-001453,ORD-000691,PRD-0021,5,120.98,10
OIT-001454,ORD-000691,PRD-0013,2,110.09,0
OIT-001455,ORD-000692,PRD-0019,4,34,0
OIT-001456,ORD-000693,PRD-0026,5,199.02,0
OIT-001457,ORD-000693,PRD-0008,1,127.02,0
OIT-001458,ORD-000693,PRD-0031,4,200.17,0
OIT-001459,ORD-000693,PRD-0019,4,34,20
OIT-001460,ORD-000693,PRD-0025,1,106.61,0
OIT-001461,ORD-000694,PRD-0009,5,53.45,0
OIT-001462,ORD-000695,PRD-0013,3,110.09,5
OIT-001463,ORD-000696,PRD-0026,5,199.02,5
OIT-001464,ORD-000697,PRD-0027,1,189.64,0
OIT-001465,ORD-000697,PRD-0031,3,200.17,0
OIT-001466,ORD-000698,PRD-0032,2,133.66,0
OIT-001467,ORD-000698,PRD-0019,3,34,10
OIT-001468,ORD-000698,PRD-0003,4,73.04,20
OIT-001469,ORD-000699,PRD-0010,3,77.92,0
OIT-001470,ORD-000700,PRD-0013,3,110.09,0
OIT-001471,ORD-000701,PRD-0025,5,106.61,0
OIT-001472,ORD-000701,PRD-0003,5,73.04,10
OIT-001473,ORD-000701,PRD-0001,3,110.19,5
OIT-001474,ORD-000702,PRD-0029,1,214.12,0
OIT-001475,ORD-000702,PRD-0012,2,357.86,0
OIT-001476,ORD-000702,PRD-0007,3,325.82,15
OIT-001477,ORD-000702,PRD-0024,2,78.19,0
OIT-001478,ORD-000703,PRD-0013,3,110.09,0
OIT-001479,ORD-000703,PRD-0008,4,127.02,0
OIT-001480,ORD-000703,PRD-0033,5,93.75,20
OIT-001481,ORD-000704,PRD-0019,2,34,0
OIT-001482,ORD-000704,PRD-0010,1,77.92,0
OIT-001483,ORD-000705,PRD-0010,5,77.92,0
OIT-001484,ORD-000706,PRD-0015,1,310.39,10
OIT-001485,ORD-000707,PRD-0005,3,37.53,15
OIT-001486,ORD-000708,PRD-0035,2,222.35,0
OIT-001487,ORD-000708,PRD-0032,2,133.66,5
OIT-001488,ORD-000708,PRD-0033,4,93.75,15
OIT-001489,ORD-000709,PRD-0035,3,222.35,0
OIT-001490,ORD-000709,PRD-0010,2,77.92,0
OIT-001491,ORD-000710,PRD-0034,2,123.24,0
OIT-001492,ORD-000711,PRD-0034,1,123.24,0
OIT-001493,ORD-000712,PRD-0003,2,73.04,15
OIT-001494,ORD-000712,PRD-0025,2,106.61,20
OIT-001495,ORD-000713,PRD-0030,5,238.05,10
OIT-001496,ORD-000714,PRD-0028,3,29.95,0
OIT-001497,ORD-000714,PRD-0014,4,50.1,20
OIT-001498,ORD-000714,PRD-0022,3,148.89,15
OIT-001499,ORD-000715,PRD-0020,5,123.17,0
OIT-001500,ORD-000716,PRD-0013,2,110.09,0
OIT-001501,ORD-000716,PRD-0032,3,133.66,10
OIT-001502,ORD-000717,PRD-0021,2,120.98,0
OIT-001503,ORD-000718,PRD-0030,5,238.05,5
OIT-001504,ORD-000719,PRD-0002,2,92.46,0
OIT-001505,ORD-000719,PRD-0022,3,148.89,0
OIT-001506,ORD-000719,PRD-0003,5,73.04,0
OIT-001507,ORD-000720,PRD-0011,4,264,0
OIT-001508,ORD-000720,PRD-0001,4,110.19,10
OIT-001509,ORD-000720,PRD-0017,5,93.06,0
OIT-001510,ORD-000720,PRD-0029,5,214.12,20
OIT-001511,ORD-000720,PRD-0026,3,199.02,0
OIT-001512,ORD-000721,PRD-0033,1,93.75,10
OIT-001513,ORD-000721,PRD-0029,2,214.12,0
OIT-001514,ORD-000722,PRD-0014,2,50.1,10
OIT-001515,ORD-000722,PRD-0005,4,37.53,5
OIT-001516,ORD-000723,PRD-0007,2,325.82,0
OIT-001517,ORD-000723,PRD-0024,1,78.19,5
OIT-001518,ORD-000724,PRD-0019,1,34,0
OIT-001519,ORD-000725,PRD-0015,3,310.39,15
OIT-001520,ORD-000725,PRD-0001,3,110.19,0
OIT-001521,ORD-000725,PRD-0008,5,127.02,0
OIT-001522,ORD-000725,PRD-0025,3,106.61,0
OIT-001523,ORD-000725,PRD-0006,4,43.06,0
OIT-001524,ORD-000726,PRD-0014,1,50.1,5
OIT-001525,ORD-000726,PRD-0005,3,37.53,0
OIT-001526,ORD-000726,PRD-0031,2,200.17,15
OIT-001527,ORD-000726,PRD-0007,5,325.82,15
OIT-001528,ORD-000727,PRD-0028,5,29.95,0
OIT-001529,ORD-000728,PRD-0003,2,73.04,10
OIT-001530,ORD-000729,PRD-0019,3,34,5
OIT-001531,ORD-000730,PRD-0035,5,222.35,10
OIT-001532,ORD-000730,PRD-0023,1,11.13,10
OIT-001533,ORD-000731,PRD-0006,5,43.06,0
OIT-001534,ORD-000731,PRD-0031,2,200.17,0
OIT-001535,ORD-000732,PRD-0010,5,77.92,0
OIT-001536,ORD-000732,PRD-0032,4,133.66,0
OIT-001537,ORD-000733,PRD-0033,5,93.75,15
OIT-001538,ORD-000733,PRD-0009,2,53.45,0
OIT-001539,ORD-000733,PRD-0032,2,133.66,0
OIT-001540,ORD-000733,PRD-0019,2,34,15
OIT-001541,ORD-000734,PRD-0003,4,73.04,0
OIT-001542,ORD-000735,PRD-0008,5,127.02,0
OIT-001543,ORD-000735,PRD-0020,4,123.17,5
OIT-001544,ORD-000736,PRD-0031,4,200.17,0
OIT-001545,ORD-000737,PRD-0015,4,310.39,0
OIT-001546,ORD-000737,PRD-0026,3,199.02,0
OIT-001547,ORD-000738,PRD-0029,4,214.12,20
OIT-001548,ORD-000739,PRD-0010,1,77.92,15
OIT-001549,ORD-000740,PRD-0035,2,222.35,0
OIT-001550,ORD-000741,PRD-0014,5,50.1,0
OIT-001551,ORD-000741,PRD-0033,5,93.75,10
OIT-001552,ORD-000741,PRD-0027,4,189.64,0
OIT-001553,ORD-000742,PRD-0014,5,50.1,0
OIT-001554,ORD-000743,PRD-0020,1,123.17,15
OIT-001555,ORD-000743,PRD-0024,4,78.19,5
OIT-001556,ORD-000743,PRD-0028,4,29.95,0
OIT-001557,ORD-000743,PRD-0011,3,264,0
OIT-001558,ORD-000744,PRD-0007,3,325.82,0
OIT-001559,ORD-000744,PRD-0012,3,357.86,5
OIT-001560,ORD-000744,PRD-0013,5,110.09,0
OIT-001561,ORD-000744,PRD-0017,5,93.06,5
OIT-001562,ORD-000744,PRD-0014,4,50.1,0
OIT-001563,ORD-000745,PRD-0017,2,93.06,0
OIT-001564,ORD-000746,PRD-0016,1,71.94,0
OIT-001565,ORD-000746,PRD-0030,2,238.05,10
OIT-001566,ORD-000746,PRD-0006,3,43.06,5
OIT-001567,ORD-000746,PRD-0031,5,200.17,0
OIT-001568,ORD-000747,PRD-0022,3,148.89,10
OIT-001569,ORD-000747,PRD-0023,5,11.13,10
OIT-001570,ORD-000748,PRD-0017,5,93.06,0
OIT-001571,ORD-000748,PRD-0011,5,264,10
OIT-001572,ORD-000748,PRD-0005,1,37.53,0
OIT-001573,ORD-000749,PRD-0013,2,110.09,0
OIT-001574,ORD-000749,PRD-0026,4,199.02,0
OIT-001575,ORD-000749,PRD-0022,4,148.89,0
OIT-001576,ORD-000749,PRD-0032,3,133.66,5
OIT-001577,ORD-000750,PRD-0028,1,29.95,0
OIT-001578,ORD-000751,PRD-0006,5,43.06,0
OIT-001579,ORD-000751,PRD-0032,3,133.66,0
OIT-001580,ORD-000751,PRD-0017,5,93.06,0
OIT-001581,ORD-000752,PRD-0035,2,222.35,0
OIT-001582,ORD-000752,PRD-0020,4,123.17,15
OIT-001583,ORD-000753,PRD-0001,4,110.19,10
OIT-001584,ORD-000754,PRD-0002,1,92.46,0
OIT-001585,ORD-000755,PRD-0007,3,325.82,0
OIT-001586,ORD-000756,PRD-0020,3,123.17,0
OIT-001587,ORD-000756,PRD-0019,2,34,10
OIT-001588,ORD-000756,PRD-0012,3,357.86,20
OIT-001589,ORD-000756,PRD-0013,5,110.09,0
OIT-001590,ORD-000756,PRD-0027,1,189.64,15
OIT-001591,ORD-000757,PRD-0026,4,199.02,10
OIT-001592,ORD-000757,PRD-0007,3,325.82,10
OIT-001593,ORD-000758,PRD-0002,3,92.46,20
OIT-001594,ORD-000758,PRD-0020,4,123.17,0
OIT-001595,ORD-000758,PRD-0006,1,43.06,0
OIT-001596,ORD-000759,PRD-0025,2,106.61,0
OIT-001597,ORD-000759,PRD-0030,2,238.05,20
OIT-001598,ORD-000760,PRD-0026,1,199.02,10
OIT-001599,ORD-000760,PRD-0008,2,127.02,0
OIT-001600,ORD-000761,PRD-0015,2,310.39,0
OIT-001601,ORD-000762,PRD-0025,2,106.61,15
OIT-001602,ORD-000762,PRD-0029,3,214.12,5
OIT-001603,ORD-000763,PRD-0024,5,78.19,0
OIT-001604,ORD-000763,PRD-0029,4,214.12,0
OIT-001605,ORD-000764,PRD-0022,3,148.89,5
OIT-001606,ORD-000765,PRD-0030,4,238.05,0
OIT-001607,ORD-000766,PRD-0027,5,189.64,0
OIT-001608,ORD-000766,PRD-0001,5,110.19,5
OIT-001609,ORD-000766,PRD-0028,5,29.95,15
OIT-001610,ORD-000767,PRD-0027,1,189.64,15
OIT-001611,ORD-000767,PRD-0005,5,37.53,0
OIT-001612,ORD-000768,PRD-0013,5,110.09,0
OIT-001613,ORD-000768,PRD-0023,4,11.13,15
OIT-001614,ORD-000769,PRD-0019,4,34,0
OIT-001615,ORD-000769,PRD-0014,4,50.1,0
OIT-001616,ORD-000769,PRD-0013,4,110.09,0
OIT-001617,ORD-000770,PRD-0032,3,133.66,5
OIT-001618,ORD-000770,PRD-0028,3,29.95,10
OIT-001619,ORD-000771,PRD-0025,5,106.61,5
OIT-001620,ORD-000771,PRD-0017,4,93.06,10
OIT-001621,ORD-000772,PRD-0016,3,71.94,15
OIT-001622,ORD-000773,PRD-0021,1,120.98,10
OIT-001623,ORD-000773,PRD-0003,2,73.04,0
OIT-001624,ORD-000773,PRD-0009,2,53.45,5
OIT-001625,ORD-000773,PRD-0017,1,93.06,5
OIT-001626,ORD-000774,PRD-0034,5,123.24,0
OIT-001627,ORD-000775,PRD-0017,4,93.06,10
OIT-001628,ORD-000775,PRD-0022,3,148.89,0
OIT-001629,ORD-000775,PRD-0002,1,92.46,10
OIT-001630,ORD-000775,PRD-0016,4,71.94,0
OIT-001631,ORD-000776,PRD-0035,2,222.35,0
OIT-001632,ORD-000777,PRD-0026,2,199.02,10
OIT-001633,ORD-000777,PRD-0013,1,110.09,0
OIT-001634,ORD-000778,PRD-0020,1,123.17,5
OIT-001635,ORD-000778,PRD-0034,3,123.24,10
OIT-001636,ORD-000779,PRD-0015,4,310.39,0
OIT-001637,ORD-000780,PRD-0018,2,215.3,0
OIT-001638,ORD-000780,PRD-0006,3,43.06,10
OIT-001639,ORD-000780,PRD-0023,3,11.13,0
OIT-001640,ORD-000780,PRD-0001,2,110.19,0
OIT-001641,ORD-000780,PRD-0025,5,106.61,0
OIT-001642,ORD-000781,PRD-0028,2,29.95,15
OIT-001643,ORD-000781,PRD-0014,4,50.1,0
OIT-001644,ORD-000782,PRD-0018,4,215.3,10
OIT-001645,ORD-000782,PRD-0026,2,199.02,0
OIT-001646,ORD-000783,PRD-0009,3,53.45,0
OIT-001647,ORD-000783,PRD-0032,5,133.66,0
OIT-001648,ORD-000783,PRD-0013,1,110.09,10
OIT-001649,ORD-000783,PRD-0031,5,200.17,0
OIT-001650,ORD-000784,PRD-0004,2,34.84,5
OIT-001651,ORD-000784,PRD-0006,4,43.06,0
OIT-001652,ORD-000784,PRD-0002,5,92.46,0
OIT-001653,ORD-000785,PRD-0021,5,120.98,0
OIT-001654,ORD-000785,PRD-0008,4,127.02,0
OIT-001655,ORD-000785,PRD-0026,4,199.02,0
OIT-001656,ORD-000785,PRD-0020,2,123.17,20
OIT-001657,ORD-000786,PRD-0002,3,92.46,0
OIT-001658,ORD-000786,PRD-0028,3,29.95,0
OIT-001659,ORD-000786,PRD-0006,3,43.06,0
OIT-001660,ORD-000786,PRD-0017,4,93.06,0
OIT-001661,ORD-000787,PRD-0022,1,148.89,15
OIT-001662,ORD-000788,PRD-0012,1,357.86,10
OIT-001663,ORD-000788,PRD-0027,5,189.64,0
OIT-001664,ORD-000788,PRD-0003,4,73.04,10
OIT-001665,ORD-000788,PRD-0030,1,238.05,0
OIT-001666,ORD-000789,PRD-0035,2,222.35,5
OIT-001667,ORD-000789,PRD-0008,2,127.02,15
OIT-001668,ORD-000790,PRD-0007,2,325.82,5
OIT-001669,ORD-000791,PRD-0032,4,133.66,0
OIT-001670,ORD-000792,PRD-0034,1,123.24,5
OIT-001671,ORD-000792,PRD-0020,2,123.17,15
OIT-001672,ORD-000793,PRD-0027,5,189.64,0
OIT-001673,ORD-000794,PRD-0033,1,93.75,0
OIT-001674,ORD-000795,PRD-0003,4,73.04,10
OIT-001675,ORD-000796,PRD-0002,4,92.46,0
OIT-001676,ORD-000797,PRD-0030,2,238.05,10
OIT-001677,ORD-000797,PRD-0034,3,123.24,0
OIT-001678,ORD-000798,PRD-0033,2,93.75,0
OIT-001679,ORD-000798,PRD-0013,3,110.09,0
OIT-001680,ORD-000798,PRD-0001,4,110.19,15
OIT-001681,ORD-000799,PRD-0019,1,34,15
OIT-001682,ORD-000800,PRD-0009,1,53.45,5
OIT-001683,ORD-000800,PRD-0031,2,200.17,0
OIT-001684,ORD-000800,PRD-0012,4,357.86,5
OIT-001685,ORD-000800,PRD-0033,5,93.75,0
OIT-001686,ORD-000801,PRD-0025,2,106.61,10
OIT-001687,ORD-000801,PRD-0017,1,93.06,0
OIT-001688,ORD-000802,PRD-0021,3,120.98,20
OIT-001689,ORD-000802,PRD-0033,1,93.75,5
OIT-001690,ORD-000802,PRD-0018,5,215.3,15
OIT-001691,ORD-000803,PRD-0014,4,50.1,5
OIT-001692,ORD-000803,PRD-0002,3,92.46,0
OIT-001693,ORD-000803,PRD-0013,3,110.09,0
OIT-001694,ORD-000803,PRD-0012,5,357.86,5
OIT-001695,ORD-000803,PRD-0003,1,73.04,0
OIT-001696,ORD-000804,PRD-0014,1,50.1,15
OIT-001697,ORD-000805,PRD-0026,2,199.02,0
OIT-001698,ORD-000805,PRD-0025,5,106.61,10
OIT-001699,ORD-000806,PRD-0016,3,71.94,10
OIT-001700,ORD-000807,PRD-0017,1,93.06,20
OIT-001701,ORD-000808,PRD-0008,3,127.02,0
OIT-001702,ORD-000809,PRD-0004,2,34.84,15
OIT-001703,ORD-000809,PRD-0012,1,357.86,0
OIT-001704,ORD-000809,PRD-0030,5,238.05,0
OIT-001705,ORD-000810,PRD-0021,1,120.98,0
OIT-001706,ORD-000811,PRD-0006,5,43.06,0
OIT-001707,ORD-000812,PRD-0025,5,106.61,0
OIT-001708,ORD-000813,PRD-0020,5,123.17,0
OIT-001709,ORD-000813,PRD-0034,1,123.24,15
OIT-001710,ORD-000813,PRD-0008,3,127.02,0
OIT-001711,ORD-000813,PRD-0003,3,73.04,10
OIT-001712,ORD-000814,PRD-0034,3,123.24,0
OIT-001713,ORD-000815,PRD-0029,2,214.12,0
OIT-001714,ORD-000815,PRD-0014,3,50.1,5
OIT-001715,ORD-000815,PRD-0034,3,123.24,0
OIT-001716,ORD-000816,PRD-0024,2,78.19,0
OIT-001717,ORD-000816,PRD-0006,2,43.06,10
OIT-001718,ORD-000816,PRD-0035,2,222.35,0
OIT-001719,ORD-000817,PRD-0009,5,53.45,0
OIT-001720,ORD-000818,PRD-0033,4,93.75,10
OIT-001721,ORD-000818,PRD-0022,5,148.89,5
OIT-001722,ORD-000818,PRD-0012,1,357.86,0
OIT-001723,ORD-000818,PRD-0024,3,78.19,5
OIT-001724,ORD-000818,PRD-0030,2,238.05,0
OIT-001725,ORD-000819,PRD-0028,3,29.95,0
OIT-001726,ORD-000819,PRD-0022,5,148.89,0
OIT-001727,ORD-000820,PRD-0022,1,148.89,10
OIT-001728,ORD-000821,PRD-0033,3,93.75,10
OIT-001729,ORD-000821,PRD-0019,5,34,5
OIT-001730,ORD-000821,PRD-0008,3,127.02,0
OIT-001731,ORD-000822,PRD-0003,1,73.04,0
OIT-001732,ORD-000822,PRD-0016,4,71.94,5
OIT-001733,ORD-000822,PRD-0022,3,148.89,0
OIT-001734,ORD-000823,PRD-0014,3,50.1,15
OIT-001735,ORD-000824,PRD-0005,5,37.53,10
OIT-001736,ORD-000824,PRD-0004,2,34.84,5
OIT-001737,ORD-000825,PRD-0022,3,148.89,0
OIT-001738,ORD-000826,PRD-0032,5,133.66,15
OIT-001739,ORD-000826,PRD-0018,3,215.3,0
OIT-001740,ORD-000826,PRD-0024,1,78.19,0
OIT-001741,ORD-000827,PRD-0010,5,77.92,10
OIT-001742,ORD-000827,PRD-0019,2,34,0
OIT-001743,ORD-000828,PRD-0003,4,73.04,0
OIT-001744,ORD-000828,PRD-0002,3,92.46,15
OIT-001745,ORD-000829,PRD-0019,3,34,15
OIT-001746,ORD-000829,PRD-0020,1,123.17,0
OIT-001747,ORD-000829,PRD-0027,2,189.64,0
OIT-001748,ORD-000829,PRD-0030,5,238.05,0
OIT-001749,ORD-000830,PRD-0032,1,133.66,0
OIT-001750,ORD-000831,PRD-0015,3,310.39,15
OIT-001751,ORD-000832,PRD-0029,4,214.12,0
OIT-001752,ORD-000832,PRD-0028,2,29.95,15
OIT-001753,ORD-000832,PRD-0017,2,93.06,0
OIT-001754,ORD-000832,PRD-0002,4,92.46,0
OIT-001755,ORD-000833,PRD-0005,3,37.53,10
OIT-001756,ORD-000834,PRD-0013,1,110.09,0
OIT-001757,ORD-000834,PRD-0018,3,215.3,20
OIT-001758,ORD-000834,PRD-0007,3,325.82,5
OIT-001759,ORD-000834,PRD-0032,3,133.66,0
OIT-001760,ORD-000835,PRD-0022,4,148.89,10
OIT-001761,ORD-000835,PRD-0024,1,78.19,0
OIT-001762,ORD-000836,PRD-0014,4,50.1,5
OIT-001763,ORD-000836,PRD-0024,4,78.19,0
OIT-001764,ORD-000837,PRD-0023,1,11.13,0
OIT-001765,ORD-000838,PRD-0006,4,43.06,10
OIT-001766,ORD-000838,PRD-0002,1,92.46,0
OIT-001767,ORD-000838,PRD-0033,1,93.75,0
OIT-001768,ORD-000839,PRD-0022,4,148.89,5
OIT-001769,ORD-000840,PRD-0006,2,43.06,0
OIT-001770,ORD-000840,PRD-0030,4,238.05,15
OIT-001771,ORD-000840,PRD-0015,5,310.39,5
OIT-001772,ORD-000841,PRD-0005,4,37.53,0
OIT-001773,ORD-000842,PRD-0034,5,123.24,0
OIT-001774,ORD-000842,PRD-0033,1,93.75,20
OIT-001775,ORD-000843,PRD-0024,5,78.19,0
OIT-001776,ORD-000844,PRD-0007,3,325.82,10
OIT-001777,ORD-000845,PRD-0011,4,264,0
OIT-001778,ORD-000846,PRD-0013,2,110.09,10
OIT-001779,ORD-000847,PRD-0028,2,29.95,15
OIT-001780,ORD-000847,PRD-0016,2,71.94,0
OIT-001781,ORD-000847,PRD-0032,4,133.66,0
OIT-001782,ORD-000847,PRD-0003,1,73.04,5
OIT-001783,ORD-000848,PRD-0034,3,123.24,20
OIT-001784,ORD-000848,PRD-0020,4,123.17,0
OIT-001785,ORD-000849,PRD-0027,4,189.64,0
OIT-001786,ORD-000849,PRD-0029,3,214.12,15
OIT-001787,ORD-000849,PRD-0028,2,29.95,10
OIT-001788,ORD-000850,PRD-0020,1,123.17,0
OIT-001789,ORD-000850,PRD-0033,2,93.75,10
OIT-001790,ORD-000851,PRD-0019,4,34,0
OIT-001791,ORD-000852,PRD-0027,1,189.64,0
OIT-001792,ORD-000852,PRD-0020,5,123.17,0
OIT-001793,ORD-000852,PRD-0018,2,215.3,10
OIT-001794,ORD-000853,PRD-0028,2,29.95,0
OIT-001795,ORD-000853,PRD-0027,3,189.64,0
OIT-001796,ORD-000854,PRD-0031,3,200.17,0
OIT-001797,ORD-000854,PRD-0029,5,214.12,0
OIT-001798,ORD-000855,PRD-0029,1,214.12,0
OIT-001799,ORD-000856,PRD-0025,1,106.61,10
OIT-001800,ORD-000856,PRD-0014,3,50.1,10
OIT-001801,ORD-000856,PRD-0022,4,148.89,0
OIT-001802,ORD-000856,PRD-0016,2,71.94,0
OIT-001803,ORD-000857,PRD-0010,4,77.92,10
OIT-001804,ORD-000858,PRD-0001,3,110.19,10
OIT-001805,ORD-000858,PRD-0025,5,106.61,0
OIT-001806,ORD-000859,PRD-0034,1,123.24,20
OIT-001807,ORD-000860,PRD-0035,2,222.35,10
OIT-001808,ORD-000861,PRD-0010,2,77.92,0
OIT-001809,ORD-000861,PRD-0016,5,71.94,0
OIT-001810,ORD-000862,PRD-0004,2,34.84,0
OIT-001811,ORD-000863,PRD-0018,1,215.3,20
OIT-001812,ORD-000864,PRD-0005,5,37.53,0
OIT-001813,ORD-000864,PRD-0014,3,50.1,10
OIT-001814,ORD-000865,PRD-0021,3,120.98,10
OIT-001815,ORD-000865,PRD-0032,3,133.66,5
OIT-001816,ORD-000865,PRD-0033,3,93.75,5
OIT-001817,ORD-000865,PRD-0016,4,71.94,5
OIT-001818,ORD-000865,PRD-0004,3,34.84,10
OIT-001819,ORD-000866,PRD-0025,1,106.61,15
OIT-001820,ORD-000866,PRD-0001,3,110.19,0
OIT-001821,ORD-000867,PRD-0026,3,199.02,5
OIT-001822,ORD-000867,PRD-0031,5,200.17,0
OIT-001823,ORD-000867,PRD-0028,4,29.95,15
OIT-001824,ORD-000868,PRD-0003,3,73.04,0
OIT-001825,ORD-000869,PRD-0028,3,29.95,0
OIT-001826,ORD-000870,PRD-0017,2,93.06,0
OIT-001827,ORD-000871,PRD-0006,5,43.06,0
OIT-001828,ORD-000872,PRD-0007,3,325.82,0
OIT-001829,ORD-000873,PRD-0006,5,43.06,0
OIT-001830,ORD-000874,PRD-0023,1,11.13,0
OIT-001831,ORD-000874,PRD-0002,3,92.46,15
OIT-001832,ORD-000874,PRD-0022,5,148.89,0
OIT-001833,ORD-000874,PRD-0027,5,189.64,0
OIT-001834,ORD-000874,PRD-0024,3,78.19,20
OIT-001835,ORD-000875,PRD-0012,4,357.86,10
OIT-001836,ORD-000875,PRD-0033,2,93.75,0
OIT-001837,ORD-000875,PRD-0031,4,200.17,5
OIT-001838,ORD-000875,PRD-0028,1,29.95,10
OIT-001839,ORD-000876,PRD-0014,5,50.1,0
OIT-001840,ORD-000877,PRD-0033,5,93.75,20
OIT-001841,ORD-000878,PRD-0032,2,133.66,0
OIT-001842,ORD-000878,PRD-0003,1,73.04,0
OIT-001843,ORD-000878,PRD-0024,3,78.19,0
OIT-001844,ORD-000879,PRD-0019,5,34,5
OIT-001845,ORD-000879,PRD-0027,3,189.64,10
OIT-001846,ORD-000879,PRD-0024,4,78.19,0
OIT-001847,ORD-000880,PRD-0028,1,29.95,20
OIT-001848,ORD-000881,PRD-0014,2,50.1,0
OIT-001849,ORD-000881,PRD-0021,1,120.98,5
OIT-001850,ORD-000881,PRD-0033,4,93.75,10
OIT-001851,ORD-000882,PRD-0024,1,78.19,0
OIT-001852,ORD-000882,PRD-0008,1,127.02,5
OIT-001853,ORD-000882,PRD-0015,2,310.39,15
OIT-001854,ORD-000883,PRD-0007,2,325.82,10
OIT-001855,ORD-000883,PRD-0026,1,199.02,0
OIT-001856,ORD-000883,PRD-0030,4,238.05,0
OIT-001857,ORD-000883,PRD-0019,2,34,0
OIT-001858,ORD-000883,PRD-0022,2,148.89,0
OIT-001859,ORD-000884,PRD-0019,2,34,10
OIT-001860,ORD-000885,PRD-0028,4,29.95,0
OIT-001861,ORD-000886,PRD-0012,1,357.86,15
OIT-001862,ORD-000886,PRD-0015,3,310.39,0
OIT-001863,ORD-000886,PRD-0013,1,110.09,0
OIT-001864,ORD-000886,PRD-0026,2,199.02,0
OIT-001865,ORD-000887,PRD-0022,2,148.89,0
OIT-001866,ORD-000888,PRD-0004,1,34.84,0
OIT-001867,ORD-000888,PRD-0016,3,71.94,0
OIT-001868,ORD-000888,PRD-0026,1,199.02,15
OIT-001869,ORD-000888,PRD-0031,3,200.17,15
OIT-001870,ORD-000889,PRD-0028,4,29.95,5
